Current_Word,Next_Word,Levenshtein_distance
"clips

Images",camera,11
camera,phones,6
phones,circulation,11
art,world,4
world,Although,7
An,unprotected,10
exhibition,month,9
month,said,5
aid,"website

Net",11
charity,Mencap,7
Mencap,feature,6
feature,likely,7
snaps,taken,5
taken,said,4
camera,phones,6
phones,circulation,11
"artists

The",exhibition,11
exhibition,month,9
Fonetography,feature,10
feature,likely,7
images,people,6
taken,said,4
photographers,David,12
David,Monteith,7
Bailey,BBC,5
Rankin,Nan,4
Nan,Goldin,5
Goldin,artists,7
artists,having,6
Sir,Peter,4
Peter,Blake,5
Blake,Tracey,4
Tracey,Emin,6
Emin,Jack,4
Jack,Vettriano,8
Vettriano,But,8
But,said,4
uses,net,3
worried,RFID,7
organisations,operating,8
Intel,Celeron,6
Samsung,developing,8
UK's,biggest,6
Foreign,Office,6
Office,National,7
Lawrence,Livermore,6
Livermore,National,9
National,"Statistics
",8
Laboratories,US,12
US,Adding,6
decided,going,6
ban,camera,5
camera,phones,6
phones,circulation,11
buildings,house,9
fear,launch,6
sensitive,data,8
information,millions,9
snapped,leaked,4
leaked,information,10
Many,sceptical,9
schools,fitness,6
fitness,centres,5
centres,In,6
local,artists,7
councils,banned,7
banned,involvement,10
fears,demand,4
privacy,worries,7
misuse,Sabotage,7
Italy's,TIM,7
information,millions,9
commissioner,voiced,9
voiced,concern,4
concern,RFID,7
issued,rules,5
guidelines,phones,7
phones,circulation,11
But,said,4
camera,phones,6
phone,market,5
fears,demand,4
dampened,manufacturers',12
manufacturers',profits,11
profits,hit,5
According,response,9
recent,figures,7
figures,drive,6
Sony,Philips,7
Ericsson's,profits,8
profits,hit,5
tripled,thirdquarter,9
thirdquarter,new,11
new,products,8
camera,phones,6
phones,circulation,11
Over,period,5
60%,digital,7
mobiles,music,5
sold,come,3
months,time,6
September,2004,9
featured,integrated,7
integrated,communications,12
cameras,music,6
"said
",Rivals,6
Mobile,games,6
multimedia,devices,8
slow,decline,6
catch,new,5
"on

There",doubt,9
doubt,hope,4
mobile,environments,10
phones,circulation,11
sporting,AMD,8
cameras,music,6
colour,images,6
screens,LCD,7
hugely,successful,8
"popular

Consumers",swapping,16
swapping,old,8
old,computer,7
phones,circulation,11
slinkier,dinkier,2
dinkier,versions,7
versions,Windows,6
thought,machine,7
responsible,piracy,10
26%,wifi,4
increase,basic,7
number,auto,5
phones,circulation,11
sold,come,3
quarter,"2005
",7
2004,Englishlanguage,15
according,PC,9
analysts,Mac,7
Gartner,He,6
More,clarity,6
167,million,7
million,Visual,6
handsets,years,7
sold,come,3
globally,recruited,9
July,year,4
September,2004,9
2004,Englishlanguage,15
period,cartridge,7
according,PC,9
Gartner,He,6
analyst,Jupiter,7
Carolina,Milanesi,8
Milanesi,told,7
seldom,strong,5
strong,websites,8
But,said,4
consumers,They,8
mobiles,music,5
send,kits,4
snaps,taken,5
sounds,like,6
video,recorder,6
clips,downloaded,9
far,world,4
taking,hands,5
chance,rate,4
"so

In",fact,6
fact,lead,4
numbers,iPod,7
people,expect,5
taking,hands,5
sending,text,6
pictures,It,7
audio,enters,6
video,recorder,6
growing,awareness,8
Figures,gathered,6
gathered,Netcraft,7
Continental,Research,10
Research,agreed,7
shows,aware,5
36%,British,7
British,firm,6
camera,phones,6
phone,market,5
users,big,5
sent,subtlety,6
multimedia,devices,8
message,game,5
MMS,video,5
7%,2003,4
2003,But,4
This,turn,4
despite,uselessness,9
fact,lead,4
period,cartridge,7
numbers,iPod,7
camera,phones,6
phones,circulation,11
UK,$499,4
doubled,year,7
75,million,7
million,Visual,6
Getting,machines,6
mobile,environments,10
phone,market,5
users,big,5
send,kits,4
multimedia,devices,8
messages,tsunami,7
important,software,7
operators,realising,9
keen,PC,4
squeeze,cash,7
cash,"allows

It's",11
customers,interested,9
offset,cost,4
cost,small,5
subsidising,handsets,9
handsets,years,7
people,expect,5
buying,Interest,8
The,Macworld,8
problem,Visual,7
face,jail,3
said,Jonny,5
Shailendra,Jain,7
Jain,head,4
head,EA,4
MMS,video,5
firm,The,4
Adamind,educating,5
educating,people,9
people,expect,5
send,kits,4
multimedia,devices,8
messages,tsunami,7
funky,"handsets

Also",13
"handsets

Also",said,12
said,Jonny,5
simplify,setup,7
interface,bit,8
rocket,launchers,7
science,psychoacoustics,12
terms,years,3
understanding,"works

It's",12
Research,agreed,7
bears,poor,4
suspicion,people,8
people,expect,5
sending,text,6
multimedia,devices,8
messages,tsunami,7
know,viruses,7
According,response,9
Continental,Research,10
Research,agreed,7
29%,computer,8
people,expect,5
questioned,opening,7
said,Jonny,5
technophobes,tended,8
tended,shy,6
shy,feel,4
away,highdetail,9
innovation,won't,8
Only,consistency,9
11%,regarded,8
regarded,technically,10
technically,savvy,9
savvy,coupled,7
send,kits,4
picture,times,6
video,recorder,6
message,game,5
The,Macworld,8
fact,lead,4
multimedia,devices,8
services,said,6
interoperable,networks,10
networks,handed,8
phones,circulation,11
adds,wry,4
people's,appetite,7
reluctance,start,8
start,buying,6
sending,text,6
said,Jonny,5
Mr,Evans,5
Jain,head,4
They,speculate,8
ask,electronics,11
'If,I'm,3
I'm,happy,5
streaming,services,7
video,recorder,6
handset,giant,5
work?',said,6
said,Jonny,5
There's,port,6
lot,fixing,6
user,friendly,7
apprehension,"that

There",11
"that

There",deeper,9
deeper,technical,8
technical,skills,8
reasons,fail,6
multimedia,devices,8
messages,tsunami,7
pushed,Apple,5
strongly,Andrew,8
Andrew,Burke,5
Bud,regulatory,9
executive,vice,7
chairman,Wireless,8
messaging,megapixel,6
firm,The,4
Mblox,said,5
said,Jonny,5
mobile,environments,10
phone,market,5
operators,realising,9
cap,number,6
number,auto,5
messages,tsunami,7
circulating,The,11
time,"come

Shelley",11
fear,launch,6
overwhelming,system,10
system,software,6
The,Macworld,8
rate,song,4
send,kits,4
MMS,video,5
mobile,environments,10
network,security,7
fairly,complex,6
constant,data,6
said,Jonny,5
The,Macworld,8
reason,hooked,6
finite,capacities,7
capacities,voice,8
data,network,6
traffic,comes,7
second,home,5
generation,consoles,9
networks,handed,8
currently,small,8
"users

Noone",wants,11
wants,reporters,7
risk,downloading,10
swamping,relatively,9
relatively,low,9
narrow,frequency,9
channels,Cebit,8
number,auto,5
MMS,video,5
messages,tsunami,7
capped,said,4
said,Jonny,5
Mr,Evans,5
Bud,regulatory,9
This,turn,4
led,creation,7
operators,realising,9
finding,single,5
technologies,Gracenote's,9
particularly,good,12
known,Digital,7
Wappush,multimedia,10
multimedia,devices,8
customers,interested,9
But,said,4
networks,handed,8
find,role,4
good,Apple,5
way,help,4
multimedia,devices,8
customers,interested,9
results,dramatic,7
dramatic,growing,7
Israeli,technology,9
technology,balked,9
firm,The,4
Celltick,found,8
found,handsets,7
way,help,4
broadcast,you've,8
data,network,6
phone,market,5
networks,handed,8
way,help,4
overwhelm,target,7
existing,FM,8
bandwidth,service,8
One,dissenting,9
firms,developing,10
use,help,4
Celltick,found,8
service,firm,6
Hutch,India,5
India,filling,6
largest,respected,7
mobile,environments,10
firm,The,4
country,world,6
The,Macworld,8
broadcast,you've,8
system,software,6
gets,warm,4
multimedia,devices,8
customers,interested,9
rolling,road,5
menu,systems,6
far,world,4
faster,said,5
possible,components,9
systems,experts,6
While,short,4
multimedia,devices,8
messaging,megapixel,6
system,software,6
gets,warm,4
people,expect,5
seeing,thing,3
phones,circulation,11
device,interfaces,7
handle,3D,6
different,"features



A",11
types,player,5
content,control,3
As,Gavin,5
result,Chip,6
40%,putting,7
subscribers,aiming,10
Hutch,India,5
Alive,uses,5
uses,net,3
Celltick's,broadcast,9
broadcast,you've,8
technology,balked,9
regularly,hints,9
click,turn,5
pictures,It,7
sounds,like,6
images,people,6
operator,offering,6
Operators,working,8
need,second,4
start,buying,6
utilising,tool,8
tool,minutes,7
reach,Apple,5
customers,interested,9
said,Jonny,5
Yaron,Toren,3
Toren,spokesman,6
spokesman,said,8
Celltick,found,8
Until,multimedia,8
multimedia,devices,8
message,game,5
getting,sophisticated,11
"through
",Antispam,8
Antispam,laws,7
laws,inefficient,11
bite,spammer,6
spammer,"hard

The",9
"hard

The",net's,9
net's,architecture,10
selfdeclared,spam,10
spam,inboxes,7
king,seeking,3
seeking,new,6
bankruptcy,But,8
"protection

Scott",Richter,15
Richter,man,7
man,legal,4
OptInRealBigcom,billions,13
billions,devices,6
junk,astonishing,10
mail,accounts,8
messages,tsunami,7
said,Jonny,5
lawsuits,forced,8
forced,abandon,7
company,trying,6
Chapter,11,7
11,March,5
OptInRealBig,fighting,11
fighting,criminal,7
legal,download,7
battles,notably,6
notably,Microsoft,9
Microsoft,Confusingly,10
pushing,better,7
millions,different,7
dollars,said,6
damages,compensation,10
The,Macworld,8
company,trying,6
said,Jonny,5
filing,Chapter,7
Chapter,11,7
11,March,5
help,Apple,4
try,redesign,8
resolve,legal,5
legal,download,7
problems,Already,8
"trading

Listed",biggest,11
biggest,internet,6
spammer,"hard

The",9
world,Although,7
junk,astonishing,10
mail,accounts,8
watchdog,defending,7
Spamhaus,OptInRealBig,10
OptInRealBig,fighting,11
sued,December,7
December,The,7
2003,But,4
sending,text,6
mail,accounts,8
messages,tsunami,7
violated,antispam,8
antispam,filters,8
laws,inefficient,11
The,Macworld,8
lawsuit,seeks,7
brought,iTunes,6
Microsoft,Confusingly,10
New,York,4
York,State,5
attorney,general,7
general,manager,6
Eliot,Spitzer,6
Spitzer,alleged,6
alleged,Mr,7
Mr,Evans,5
Richter,man,7
accomplices,sent,11
sent,subtlety,6
billions,devices,6
spam,inboxes,7
messages,tsunami,7
514,compromised,11
compromised,machines,8
net,service,6
addresses,supplied,8
35,countries,9
countries,Sweden,8
According,response,9
Microsoft,Confusingly,10
messages,tsunami,7
sent,subtlety,6
net,service,6
addresses,supplied,8
owned,"1980s

In",9
Kuwait,Ministries,9
Ministries,Communication,10
Communication,Finance,11
Finance,Korean,6
Korean,giants,6
schools,fitness,6
Seoul,Municipal,8
Municipal,Boramae,8
Boramae,Hospital,6
Hospital,Virginia,7
Virginia,Community,7
Community,College,7
College,System,6
System,Technology,10
Mr,Evans,5
Richter,man,7
settled,said,5
attorney,general,7
general,manager,6
case,point,5
July,year,4
2004,Englishlanguage,15
legal,download,7
fight,hard,5
Microsoft,Confusingly,10
continuing,popularity,8
Microsoft,Confusingly,10
seeking,new,6
millions,different,7
dollars,said,6
damages,compensation,10
OptInRealBig,fighting,11
antispam,filters,8
laws,inefficient,11
impose,penalties,8
penalties,violation,7
violation,In,8
In,total,5
statement,US,9
announcing,desire,9
desire,men,5
seek,turbo,5
bankruptcy,But,8
protection,skilled,10
company,trying,6
said,Jonny,5
continue,drive,6
contend,legal,7
legal,download,7
maneuvers,sic,9
sic,number,6
number,auto,5
companies,estimate,8
country,world,6
including,looking,6
Microsoft,Confusingly,10
run,It's,4
viable,But,6
business,development,10
In,total,5
Chapter,11,7
11,March,5
filing,Chapter,7
OptInRealBig,fighting,11
claimed,lost,6
assets,including,9
$10m,£529m,4
£529m,debts,5
debts,$50m,5
$50m,included,8
included,link,7
$46m,Microsoft,9
Microsoft,Confusingly,10
seeking,new,6
lawsuit,seeks,7
The,Macworld,8
litigation,relentless,10
relentless,"rise

Spam",8
distraction,contend,10
contend,legal,7
said,Jonny,5
Steven,Dowd's,6
Richter,man,7
legal,download,7
counsel,Power,5
OptInRealBig,fighting,11
But,said,4
mistake,outsourcing,10
expect,work,6
prevail,For,7
For,browsing,7
OptInRealBig,fighting,11
describes,chip,7
premier,internet,6
internet,surfing,7
marketing,machines,6
company,trying,6
said,Jonny,5
seek,turbo,5
Chapter,11,7
11,March,5
necessary,delivery,6
let,consumers,8
trading,interest,8
sorting,legal,7
legal,download,7
"battles
",Peertopeer,8
Peertopeer,nets,8
nets,installed,7
'here,"stay'

Peertopeer",13
"stay'

Peertopeer",P2P,16
P2P,networks,8
networks,handed,8
stay,powered,7
verge,exploited,8
exploited,virus,8
commercial,advantage,10
media,server,5
firms,developing,10
says,Gavin,4
panel,monitor,6
industry,experts,7
"experts

Once",highprofile,12
highprofile,legal,9
legal,download,7
cases,broadband,8
filesharers,deter,8
resolved,said,6
year,Chris,5
firms,developing,10
keen,PC,4
try,redesign,8
money,stick,5
P2P,networks,8
technology,balked,9
The,Macworld,8
expert,Energis,6
panel,monitor,6
probed,future,6
future,exciting,7
P2P,networks,8
Consumer,Electronics,11
Electronics,Show,10
Show,Las,4
Las,Vegas,3
Vegas,Microsoft,8
earlier,DRM,7
January,For,6
The,Macworld,8
convictions,piracy,10
P2P,networks,8
piracy,peertopeer,8
handed,"US

New",6
US,Adding,6
January,For,6
William,Trowbridge,9
Trowbridge,Texan,9
Michael,Chicoine,6
Chicoine,pleaded,8
pleaded,guilty,7
guilty,charges,7
charges,infringed,6
infringed,copyright,7
copyright,illegally,9
illegally,sharing,9
sharing,music,6
music,movies,4
movies,images,4
software,suite,5
Since,days,5
successful,Apple,9
filesharing,systems,10
network,security,7
Napster,net,6
forced,abandon,7
close,Bluetooth,7
entertainment,experience,8
industry,experts,7
nervous,soulmate,8
critical,security,7
P2P,networks,8
technology,balked,9
blaming,falling,4
falling,manufacturing,8
sales,iPod,5
piracy,peertopeer,8
But,said,4
going,absolutely,9
change,"quickly

Nick",12
soon,,4
according,PC,9
"panel

The",music,10
music,movies,4
film,fans,3
industries,collide,9
started,circulating,10
big,"success

He",11
legal,download,7
cases,broadband,8
owners,wanting,6
legitimate,illegitimate,2
P2P,networks,8
networks,handed,8
,majority,8
illegal,copying,7
,majority,8
individuals,use,10
accused,anonymous,8
distributing,pirated,9
pirated,pop,6
content,control,3
networks,handed,8
But,said,4
slowly,increasing,10
realised,Inside,6
P2P,networks,8
good,Apple,5
way,help,4
distribute,DIY,10
content,control,3
said,Jonny,5
Travis,Kalanick,6
Kalanick,founder,7
founder,Jerry,7
chairman,Wireless,8
P2P,networks,8
network,security,7
Red,Swoosh,6
Swoosh,soon,4
soon,,4
going,absolutely,9
want,upgrade,6
slice,They,5
They,speculate,8
waiting,crisis,5
come,If,4
business,development,10
models,14ghz,6
work,making,6
includes,iTunes,4
digital,music,6
rights,management,9
management,firm,9
copyprotection,"standards

But",14
"standards

But",legal,13
legal,download,7
actions,resolved,8
resolved,said,6
experimentation,P2P,15
P2P,networks,8
happen,At,6
said,Jonny,5
Michael,Chicoine,6
Weiss,president,7
president,business,6
StreamCast,Networks,9
Networks,Motorola,6
Remembering,furore,10
furore,VCRs,6
VCRs,came,4
came,Brian,5
Mr,Evans,5
Weiss,president,7
said,Jonny,5
Old,Bailey,5
media,server,5
tries,find,4
stop,people,4
new,products,8
media,server,5
When,goes,3
can't,buy,5
stop,people,4
try,redesign,8
control,digital,6
Then,there's,5
figure,46,6
money,stick,5
lot,fixing,6
money,stick,5
Once,established,10
courts,found,4
decided,going,6
VCR,illegal,7
illegal,copying,7
technology,balked,9
film,fans,3
studios,labels,6
turned,By,6
extremely,small,7
lucrative,market,8
business,development,10
In,total,5
August,suspected,7
2004,Englishlanguage,15
San,Diego,5
Franciscobased,US,14
US,Adding,6
Court,Judge,5
Appeals,ruled,6
ruled,personal,7
favour,search,6
Grokster,Morpheus,7
StreamCast,Networks,9
filesharing,systems,10
networks,handed,8
The,Macworld,8
court,stop,5
said,Jonny,5
essentially,makes,10
position,market,8
Sony,Philips,7
1980s,firm,5
VCR,illegal,7
battle,Intel,4
said,Jonny,5
networks,handed,8
deemed,"illegal

P2P",11
"illegal

P2P",networks,11
networks,handed,8
usually,commercialised,12
rely,software,8
dedicated,antivirus,8
servers,act,7
transfer,prerecorded,9
files,Direct,4
Instead,said,5
uses,net,3
direct,broadcasting,10
connections,Ethernet,10
computers,famously,7
,majority,8
clients,There,6
There,builtin,7
different,"features



A",11
types,player,5
P2P,networks,8
systems,experts,6
work,making,6
different,"features



A",11
ways,they've,6
P2P,networks,8
nets,installed,7
share,desktop,6
kind,music,5
file,formats,6
like,Apple,4
photos,decent,6
free,reflecting,8
software,suite,5
licensed,video,6
music,movies,4
digital,music,6
content,control,3
The,Macworld,8
BBC,News,4
decided,going,6
embrace,downloads,8
technology,balked,9
It,sale,4
aims,Not,4
offer,powerful,6
programmes,films,8
download,known,6
year,Chris,5
use,help,4
P2P,networks,8
technology,balked,9
distribute,DIY,10
The,Macworld,8
files,Direct,4
locked,automatically,11
seven,eighthorse,10
days,Apple,5
programme,Go,8
aired,making,5
making,things,4
rights,management,9
management,firm,9
easier,need,5
control,digital,6
But,said,4
technology,balked,9
demonised,misunderstood,10
misunderstood,The,12
The,Macworld,8
global,network,7
entertainment,experience,8
industry,experts,7
says,Gavin,4
26,billion,7
billion,£94,7
copyrighted,software,9
music,movies,4
files,Direct,4
downloaded,84,10
month,said,5
half,phones,5
million,Visual,6
films,car,5
downloaded,84,10
day,globally,6
Legal,Affairs,6
music,movies,4
download,known,6
services,said,6
like,Apple,4
Apple,Mac,5
iTunes,iPhoto,5
Napster,net,6
rushed,music,4
music,movies,4
marketplace,need,10
try,redesign,8
lure,hide,3
filesharers,deter,8
away,highdetail,9
free,reflecting,8
content,control,3
Sales,legally,5
legallydownloaded,songs,15
songs,hard,5
grew,medical,7
tenfold,2004,7
2004,Englishlanguage,15
200,different,9
million,Visual,6
tracks,"radio

You",9
bought,iPod,6
online,stores,6
US,Adding,6
Europe,little,5
12,gigabits,8
months,time,6
IFPI,industry,8
reported,press,6
week,Fast,4
But,said,4
download,known,6
services,said,6
different,"features



A",11
P2P,networks,8
networks,handed,8
financial,products,8
"aspect

There",moneyspinning,12
moneyspinning,models,9
models,14ghz,6
turn,visual,5
P2P,networks,8
golden,egg,6
egg,scrambler,9
commercial,advantage,10
entertainment,experience,8
companies,estimate,8
Paidforpassalong,firms,13
firms,developing,10
receive,HD,7
money,stick,5
time,"come

Shelley",11
file,formats,6
shared,DRM,6
DRM,system,6
solutions,tried,8
advertiserbased,options,12
options,increase,7
considered,Eminem,8
We,long,4
going,absolutely,9
different,"features



A",11
models,14ghz,6
commoditising,P2P,13
P2P,networks,8
said,Jonny,5
Marc,Morgenstern,9
Morgenstern,vice,10
vice,president,7
president,business,6
antipiracy,"move

Microsoft",13
firm,The,4
"Overpeer

Consumers",hungry,17
hungry,discover,8
discover,music,7
new,products,8
models,14ghz,6
agreed,Mac,6
Mr,Evans,5
Morgenstern,vice,10
But,said,4
net,service,6
users,big,5
continue,drive,6
ignore,entertainment,11
entertainment,experience,8
industry's,potential,9
potential,For,8
controlling,grip,9
grip,content,7
content,control,3
P2P,networks,8
technology,balked,9
continuing,popularity,8
use,help,4
creations,Unsigned,8
Unsigned,bands,7
bands,example,6
example,said,6
use,help,4
P2P,networks,8
networks,handed,8
distribute,DIY,10
music,movies,4
effectively,medium,9
draws,attention,9
attention,detail,7
record,industry,7
companies,estimate,8
looking,add,7
new,products,8
artists,having,6
sign,pushed,5
Increasingly,launches,10
seeing,thing,3
P2P,networks,8
consumercreated,content,10
content,control,3
said,Jonny,5
Derek,Broes,4
Broes,Microsoft,7
Microsoft,Confusingly,10
They,speculate,8
probably,remember,7
play,individual,9
increasing,convergence,9
role,homes,3
helping,people,5
P2P,networks,8
spread,familiar,7
said,Jonny,5
Looking,ahead,7
P2P's,future,6
future,exciting,7
file,formats,6
sharing,music,6
beginning,sense,7
P2P,networks,8
networks,handed,8
far,world,4
Mr,Evans,5
Broes,Microsoft,7
concerned,restricting,10
Once,established,10
issues,expressed,7
resolved,said,6
going,absolutely,9
aggressive,movement,9
movement,The,7
protect,PCs,7
content,control,3
ways,they've,6
unimaginable,said,10
said,Jonny,5
Filesharing,tip,10
tip,iceberg,7
"iceberg
",Broadband,9
Broadband,access,8
fuels,"innovation
",11
online,stores,6
"expression

Fast",web,15
web,email,5
access,film,6
encouraging,inducing,6
people,expect,5
express,online,7
online,stores,6
research,analysts,8
"suggests

A",quarter,9
quarter,"2005
",7
broadband,personal,8
users,big,5
Britain,home,7
regularly,hints,9
upload,best,6
content,control,3
personal,technology,8
sites,Wireless,5
according,PC,9
report,online,6
UK,$499,4
thinktank,Demos,9
Demos,It,5
It,sale,4
said,Jonny,5
having,sign,5
alwayson,fast,6
fast,internet,7
connection,There's,9
changing,play,7
way,help,4
people,expect,5
use,help,4
internet,surfing,7
More,clarity,6
million,Visual,6
households,HDTV,10
UK,$499,4
broadband,personal,8
number,auto,5
growing,awareness,8
"fast

The",Demos,9
Demos,It,5
report,online,6
looked,office,6
impact,listeners,8
broadband,personal,8
people's,appetite,7
net,service,6
habits,,6
It,sale,4
found,handsets,7
half,phones,5
broadband,personal,8
logged,hackers,6
web,email,5
breakfast,One,8
One,dissenting,9
admitted,Microsoft,9
getting,sophisticated,11
middle,2005,6
night,continue,6
browse,download,7
"web

More",significantly,13
significantly,slower,12
argues,journalists,9
report,online,6
broadband,personal,8
encouraging,inducing,6
people,expect,5
active,lines,5
role,homes,3
online,stores,6
It,sale,4
found,handsets,7
post,dotcom,5
net,service,6
everyday,ranging,8
ranging,blue,7
comments,people,7
opinions,sites,6
sites,Wireless,5
uploading,photographs,10
photographs,"images
",10
Broadband,access,8
putting,And,6
'me',media,4
media,server,5
shifts,power,6
power,tasks,5
institutions,hands,11
hands,steering,8
individual,song,10
said,Jonny,5
John,Sankus,6
Craig,coauthor,7
coauthor,Demos,7
Demos,It,5
report,online,6
From,outside,7
selfdiagnosis,online,10
online,stores,6
education,process,8
broadband,personal,8
creates,cloud,6
social,activity,7
innovation,won't,8
moves,search,6
debate,rights,5
simple,interfaces,9
questions,Mac,9
access,film,6
speed,palm,4
The,Macworld,8
Demos,It,5
report,online,6
entitled,Broadband,8
Broadband,access,8
Britain,home,7
The,Macworld,8
End,Of,3
Of,flat,4
Asymmetry?,commissioned,11
commissioned,net,10
net,service,6
provider,safe,7
AOL,announced,9
Broadband,access,8
moving,strafing,5
perception,It's,9
internet,surfing,7
piece,inspired,6
technology,balked,9
integral,phones,8
home,"computer

It's",11
life,likely,3
UK,$499,4
said,Jonny,5
Karen,Walsh,4
Thomson,gearing,7
Chief,Executive,8
Executive,world's,9
AOL,announced,9
UK,$499,4
people,expect,5
spending,money,7
time,"come

Shelley",11
computers,famously,7
automatically,users,12
switch,said,4
television,Reidar,8
radio,Finnish,6
According,response,9
analysts,Mac,7
Nielsen//NetRatings,50%,19
50%,listeners,9
228,million,7
million,Visual,6
UK,$499,4
net,service,6
users,big,5
regularly,hints,9
accessing,net,8
web,email,5
home,"computer

It's",11
month,said,5
logging,,7
high,prices,5
speed,palm,4
They,speculate,8
spend,$1bn,4
twice,Polish,5
long,way,4
online,stores,6
people,expect,5
dialup,connections,11
connections,Ethernet,10
viewing,average,6
average,consumer,7
1444,pages,5
pages,aloud,5
month,said,5
The,Macworld,8
popularity,filesharing,8
fast,internet,7
net,service,6
access,film,6
growing,awareness,8
partly,small,5
fuelled,fierce,4
fierce,competition,10
competition,online,9
prices,hardware,7
"services
",Savvy,8
Savvy,searchers,8
searchers,fail,8
fail,Because,6
spot,games,5
"ads

Internet",search,11
search,share,3
engine,case,5
users,big,5
odd,small,5
mix,naive,4
naive,sophisticated,11
sophisticated,games,11
suggests,direct,6
report,online,6
search,share,3
"habits

The",report,11
report,online,6
US,Adding,6
Pew,Internet,7
Research,agreed,7
Center,software,6
reveals,annual,5
87%,searchers,9
searchers,fail,8
usually,commercialised,12
find,role,4
looking,add,7
search,share,3
engine,case,5
It,sale,4
shows,aware,5
spot,games,5
difference,games,9
paidfor,version,6
results,dramatic,7
organic,chemicals,8
ones,listen,5
The,Macworld,8
report,online,6
reveals,annual,5
84%,net,3
net,service,6
users,big,5
regularly,hints,9
use,help,4
Google,acquired,7
Ask,Jeeves,6
Jeeves,joins,5
MSN,introduced,10
Yahoo,tweaked,6
"online

Almost",50%,14
50%,listeners,9
questioned,opening,7
said,Jonny,5
trust,PC,5
search,share,3
engines,making,5
knew,Japan,5
information,millions,9
paid,Bloglines,8
results,dramatic,7
hidden,spammers,7
According,response,9
figures,drive,6
gathered,Netcraft,7
Pew,Internet,7
researchers,said,9
average,consumer,7
users,big,5
spends,43,6
43,minutes,7
minutes,By,7
month,said,5
carrying,wearing,4
34,separate,8
separate,worlds,7
searches,looks,7
looks,plausible,8
19,webpages,8
webpages,hunt,8
hunt,A,4
A,previous,8
significant,boost,10
chunk,life,5
net,service,6
users,big,5
36%,British,7
carry,calculations,10
search,share,3
weekly,29%,6
29%,computer,8
asked,California's,11
look,place,4
weeks,ago,5
For,browsing,7
44%,years,5
questioned,opening,7
information,millions,9
looking,add,7
critical,security,7
information,millions,9
simply,voice,6
"find

Search",engine,10
engine,case,5
users,big,5
tend,cautious,7
loyal,found,4
found,handsets,7
site,completely,8
feel,Sonaptic,8
trust,PC,5
tend,cautious,7
stick,beige,4
According,response,9
Pew,Internet,7
Research,agreed,7
44%,years,5
searchers,fail,8
use,help,4
single,songs,3
search,share,3
engine,case,5
48%,use,3
use,help,4
small,share,3
number,auto,5
7%,2003,4
consult,trying,7
sites,Wireless,5
Tony,Macklin,7
Macklin,spokesman,7
spokesman,said,8
Ask,Jeeves,6
Jeeves,joins,5
said,Jonny,5
results,dramatic,7
reflected,research,6
research,analysts,8
showed,explains,8
people,expect,5
use,help,4
different,"features



A",11
search,share,3
engines,making,5
way,help,4
sites,Wireless,5
gather,information,9
information,millions,9
means,fewer,4
provide,great,6
different,"features



A",11
results,dramatic,7
query,Despite,7
Despite,long,7
liking,search,6
search,share,3
sites,Wireless,5
half,phones,5
questioned,opening,7
said,Jonny,5
information,millions,9
routes,A,6
A,previous,8
small,share,3
number,auto,5
17%,readers,7
said,Jonny,5
wouldn't,work,6
miss,search,6
search,share,3
engines,making,5
exist,pass,4
The,Macworld,8
remaining,TV,9
33%,wireless,8
said,Jonny,5
live,expectations,11
search,share,3
sites,Wireless,5
More,clarity,6
twothirds,questioned,9
questioned,opening,7
68%,said,4
said,Jonny,5
thought,machine,7
results,dramatic,7
presented,fair,9
fair,opened,6
unbiased,selection,9
selection,information,7
information,millions,9
topic,found,4
found,handsets,7
net,service,6
Alongside,growing,7
growing,awareness,8
sophistication,net,13
net,service,6
users,big,5
lack,DVD,4
awareness,technology,10
paidfor,version,6
results,dramatic,7
search,share,3
engines,making,5
provide,great,6
alongside,content,7
lists,site?,4
websites,Apple's,7
found,handsets,7
indexing,technology,9
web,email,5
Of,flat,4
asked,California's,11
62%,British,7
unaware,easily,6
paid,Bloglines,8
results,dramatic,7
carry,calculations,10
search,share,3
Only,consistency,9
18%,searchers,9
searchers,fail,8
tell,stories,6
results,dramatic,7
paid,Bloglines,8
Said,Mr,4
Pew,Internet,7
report,online,6
This,turn,4
finding,single,5
ironic,nearly,6
nearly,current,6
half,phones,5
users,big,5
stop,people,4
search,share,3
engines,making,5
thought,machine,7
engines,making,5
clear,advantage,8
presented,fair,9
paid,Bloglines,8
results,dramatic,7
Commenting,Mr,10
Mr,Evans,5
Macklin,spokesman,7
said,Jonny,5
sponsored,results,8
results,dramatic,7
clearly,month,7
marked,help,6
help,Apple,4
queries,user,5
user,friendly,7
testing,different,8
showed,explains,8
people,expect,5
need,second,4
able,start,5
spot,games,5
"difference
",TV's,11
TV's,future,6
future,exciting,7
phone,market,5
"line

Internet",TV,14
TV,screen,6
talked,start,5
start,buying,6
web,email,5
know,viruses,7
"now

But",early,8
early,days,4
attempts,The,7
,majority,8
UK's,biggest,6
Home,Choice,4
Choice,offers,6
started,circulating,10
1992,,4
,majority,8
thwarted,lack,7
lack,DVD,4
fast,internet,7
network,security,7
Now,can't,5
broadband,personal,8
networks,handed,8
bedding,essential,7
essential,consumers,9
millions,different,7
big,"success

He",11
telcos,world,6
keen,PC,4
start,buying,6
shooting,video,8
video,recorder,6
line,1920,4
In,total,5
face,jail,3
competition,online,9
cable,terrestrial,10
companies,estimate,8
offering,package,8
