Current_Word,Next_Word,Levenshtein_distance
feline,assuming,6
assuming,greater,8
role,solving,5
created,telco's,7
characters,Everyone,8
The,US,3
thrust,project;,7
game,graphics,6
sees,given,4
factions,pig,7
competing,Toshiba,7
recover,Socalled,6
pieces,scenery,5
missing,point,5
Time,dashing,6
Crystal,Harmony,7
As,blocking,8
original,Zafi,7
feline,assuming,6
persona,technologically,12
control,unprotected,9
time,Chinese,5
time,Chinese,5
pigs,For,4
control,unprotected,9
space,"time

The",8
There,farmers,5
number,we're,5
puzzles,solved,6
require,visitor,7
control,unprotected,9
time,Chinese,5
solve,Being,5
pigs,For,4
create,safer,5
things,it's,4
warps,space,5
space,"time

The",8
bubbles,void,7
void,traps,5
traps,order,4
order,In,5
progress,delayed,7
The,US,3
control,unprotected,9
space,"time

The",8
time,Chinese,5
achieved,In,8
number,we're,5
VCRstyle,icons,8
icons,7610,5
"intuitive

Annoyingly",puzzles,19
puzzles,solved,6
little,beauty,6
obviously,It,9
flagged,critical,8
gamers,able,5
find,remove,6
chore,challenge,6
challenge,wristwatch,10
solve,Being,5
The,US,3
game,graphics,6
tried,heart,5
emulate,onfield,7
franchises,direct,9
Jak,Daxter,5
Daxter,Ratchet,5
Ratchet,Clank,7
Clank,PS2,5
PS2,sales,5
number,we're,5
combat,ringtone,8
elements,worlds,7
These,elections,8
little,beauty,6
predictable,tend,10
tend,shorter,6
drag,incorporating,10
general,effort,6
polish,enormouslyhigh,10
game,graphics,6
dulled,affair,6
affair,digital,7
But,dance,5
game's,release,5
excellent,response,8
graphics,rendering,8
easily,compromised,10
bestlooking,platform,9
platform,But,7
game,graphics,6
sound,menu,4
dollops,humour,6
humour,anchored,7
attractive,customers,10
game,graphics,6
younger,adults,6
platform,But,7
"fans

Blinx",2,11
2,UMD,3
Xbox,power,5
"now
",Humanoid,6
The,US,3
year,claim,4
search,engine,6
"personal

The",odds,12
odds,fire,4
fire,cafe,3
browser,"fix

Microsoft",12
straight,mobiles,7
favourite,programme,7
search,engine,6
engine,type,5
type,ink,4
web,instance,8
"address

Some",height,12
height,lift,4
laziness,era,7
era,open,4
information,tracking,9
overload,web,7
search,engine,6
vital,links,4
tool,released,8
navigating,battling,6
net,cafe,4
It,dries,5
symptomatic,way,10
way,unleashing,9
use,ink,3
internet,use,7
changing,presidential,10
And,vice,4
Google,released,7
shown,"off

All",8
money,causes,5
offering,legal,7
service,address,7
people,China,6
live,reputation,9
There,farmers,5
shortage,"Christmas

With",12
companies,like,8
vying,loyalty,6
loyalty,cards,6
web,instance,8
searchers,fail,8
offering,legal,7
wealth,analysis,6
different,sectors,8
services,Dan,8
tools,selfexpression,13
help,users,4
find,remove,6
want,Between,6
Over,time,4
past,present,4
12,list,4
months,2004,6
giants,field,5
technology,causing,8
world,countries,7
Microsoft,seeking,9
Yahoo,Microsoft,7
sought,$1m,6
grab,searching,8
slice,schlock,4
search,engine,6
action,Because,6
User,experience,8
experience,landscape,9
contributed,purchase,9
people,China,6
searching,audience,8
said,crackdown,7
Yonca,Brunini,6
Brunini,Yahoo,7
Yahoo,Microsoft,7
As,blocking,8
people,China,6
familiar,Nigerian,6
internet,use,7
tend,shorter,6
spend,$17,5
time,Chinese,5
online,banking,4
ask,average,6
queries,Microsoft,8
said,crackdown,7
The,US,3
second,trick,6
thing,taking,2
broadband,technology,10
Ms,Deans,4
Brunini,Yahoo,7
told,BBC,4
BBC,World,5
News,Agency,5
website,There,6
This,type,4
internet,use,7
colour,images,6
"TV

But",search,7
search,engine,6
hardly,worth,5
new,technology,9
phenomenon,users,9
It,dries,5
early,1980s,5
days,aired,5
"net

Veteran",surfers,10
surfers,chance,7
remember,different,8
oldtimers,like,6
like,text,4
Hotbot,Altavista,7
Altavista,Search,8
Search,engines,7
important,step,8
said,crackdown,7
Urs,Holzle,6
Holzle,Google,3
Google,released,7
vicepresident,Mohammad,12
operations,calculations,6
We,display,7
trumpeted,1999,9
1999,facing,6
It,dries,5
truer,users,4
users,Logs,4
information,tracking,9
People,picture,6
didn't,light,4
realise,businesslike,8
search,engine,6
future,cultural,4
The,US,3
financials,Google,9
Google,released,7
shown,"off

All",8
web,instance,8
commerce,ebusiness,9
work,"on

While",9
targeted,currently,6
small,mountainous,10
adverts,knowledge,8
appear,web,5
righthand,page,8
page,given,4
related,consumer,7
original,Zafi,7
search,engine,6
These,elections,8
small,mountainous,10
ads,hard,3
helped,define,5
Google,released,7
reach,1000,5
revenues,available,9
$8059m,months,6
months,2004,6
September,2004,9
Others,aggressively,10
woken,fact,5
fact,silicon,6
money,causes,5
web,instance,8
queries,Microsoft,8
Once,permissions,11
market,prices,5
Microsoft,seeking,9
bound,Data,5
step,forward,7
If,ink,3
Microsoft,seeking,9
sees,given,4
search,engine,6
important,step,8
queries,Microsoft,8
said,crackdown,7
Mr,Negroponte,9
"Holzle

Microsoft",net,15
net,cafe,4
giants,field,5
muscling,search,7
search,engine,6
Yahoo,Microsoft,7
Ask,Jeeves,6
Jeeves,pointed,6
Amazon,Blinkx,6
handful,survivors,9
smaller,processors,9
outfits,seeking,6
seeking,spyware,6
capture,ambience,7
"eyeballs

Web",users,11
users,Logs,4
face,models,5
plethora,colour,7
choices,confronted,7
company,announced,8
tries,dictate,6
outflank,Google,7
Google,released,7
rolling,service,6
new,technology,9
search,engine,6
products,forward,7
desktop,computers,8
search,engine,6
It,dries,5
reflects,push,8
battlefield,games,9
shifted,evolution,8
net,cafe,4
PC,sale,4
Search,engines,7
finding,companies,8
way,unleashing,9
web,instance,8
It,dries,5
unlocking,information,8
information,tracking,9
hidden,According,7
gigabytes,compressed,9
documents,Users,7
images,The,5
music,offers,6
hard,drive,5
drives,But,6
For,it's,4
advances,Vice,6
search,engine,6
clumsy,tool,6
tool,released,8
failing,announce,7
come,form,3
exactly,print,6
mind,Battlefront,10
In,effort,6
order,In,5
better,business,6
job,sealing,7
search,engine,6
engines,licensed,6
trying,understand,8
know,good,3
better,business,6
better,business,6
job,sealing,7
remembering,cataloguing,8
cataloguing,huge,10
managing,director,8
information,tracking,9
come,form,3
Personalisation,going,13
going,200,5
big,number,5
area,His,4
future,cultural,4
said,crackdown,7
Yahoo's,Yonca,5
Yonca,Brunini,6
Brunini,Yahoo,7
Whoever,cracks,7
cracks,gives,5
gives,people,6
information,tracking,9
want,Between,6
going,200,5
winner,Bob,6
We,display,7
understand,creative,8
better,business,6
results,specific,7
tailored,China,7
This,type,4
Holy,Grail,5
Grail,search,5
search,engine,6
understanding,comes,11
looking,continue,5
providing,helping,6
quickly,More,7
The,US,3
problem,With,7
knows,present,7
"there
",IBM,6
IBM,puts,4
frees,500,5
500,patents,7
software,controls,6
"patents

Computer",giant,15
giant,Verisign,7
IBM,puts,4
says,developing,10
500,patents,7
software,controls,6
patents,bill,7
released,Microsoft,8
open,elections,7
development,child,10
"community

The",means,12
means,people,5
developers,free,8
able,watch,4
use,ink,3
technologies,email,10
paying,huge,6
licence,plate,6
company,announced,8
IBM,puts,4
described,device,5
step,forward,7
new,technology,9
era,open,4
dealt,intellectual,9
intellectual,property,10
property,adequately,8
promised,supply,8
patents,bill,7
freely,available,8
available,important,9
The,US,3
patents,bill,7
include,sextant,7
software,controls,6
range,frequencies,8
practices,creative,5
including,sophisticated,12
text,book,4
recognition,software,10
database,300m,8
management,firm,9
Traditional,technology,10
technology,causing,8
business,worlds,7
policy,CompTIA,6
amass,patents,5
patents,bill,7
despite,rarity,5
IBM's,Workplace,9
announcement,Internet,8
company,announced,8
continues,develop,9
follow,home,5
"route

IBM",granted,8
granted,This,7
3248,patents,7
patents,bill,7
2004,country's,9
firm,seen,4
US,government,10
New,York,4
York,State,5
Times,Monday,6
reports,said,7
For,it's,4
past,present,4
12,list,4
years,ago,4
IBM,puts,4
granted,This,7
US,government,10
patents,bill,7
company,announced,8
IBM,puts,4
received,resistance,8
25772,US,5
US,government,10
patents,bill,7
period,set,5
reportedly,downloaded,9
40000,books,5
current,hightech,7
patents,bill,7
In,effort,6
statement,investigating,10
Dr,Mario,4
John,Houlihan,5
E,Kelly,5
Kelly,Holmes',6
IBM,puts,4
senior,vice,5
vice,versa,4
president,Microsoft,8
Technology,gets,9
Intellectual,Property,10
Property,said,8
said,crackdown,7
True,Crimeshaped,9
innovation,abused,10
leadership,positions,10
numbers,find,7
patents,bill,7
granted,This,7
It's,working,7
innovating,benefit,8
benefit,telecoms,6
customers,use,6
partners,involved,8
"society

Our",pledge,11
pledge,ensure,5
today,uses,5
beginning,"2006
",9
new,technology,9
era,open,4
IBM,puts,4
manage,beat,5
intellectual,property,10
property,adequately,8
In,effort,6
past,present,4
IBM,puts,4
supported,agreement,9
noncommercial,operating,10
operating,illegally,8
system,We,5
Linux,"push

IBM",9
critics,favour,7
said,crackdown,7
attempt,hide,6
undermine,Kazaa,9
"Microsoft

The",company,12
company,announced,8
said,crackdown,7
wanted,video,5
encourage,people,7
firms,look,5
release,The,6
patents,bill,7
called,BankashA,7
patent,ideas,5
commons,spark,7
Adam,Vaughan,6
Jollans,IBM's,6
IBM's,Workplace,9
worldwide,community,7
Linux,"push

IBM",9
strategy,hitting,7
manager,Microsoft,9
said,crackdown,7
genuine,variety,7
attempt,hide,6
encourage,people,7
innovation,abused,10
We,display,7
believe,program,7
releasing,security,7
patents,bill,7
result,better,5
innovation,abused,10
moving,parts,6
quickly,More,7
This,type,4
encouraging,Sony,9
collaboration,art,10
following,fire,7
model,help,4
like,text,4
academia,Mr,8
Mr,Negroponte,9
Jollans,IBM's,6
likened,grid,6
plan,includes,7
patent,ideas,5
commons,spark,7
way,unleashing,9
internet,use,7
developed,"world
",8
said,crackdown,7
advantage,project,9
result,better,5
collaboration,art,10
The,US,3
internet's,fast,9
impact,opensource,9
The,US,3
benefits,bill,6
advantage,project,9
Stuart,Cohen,6
Cohen,Dani,5
chief,Microprocessor,12
executive,told,8
US,government,10
firm,seen,4
Open,source,6
Source,Code,4
Development,BBC,11
Labs,says,2
said,crackdown,7
mean,giving,5
change,delete,5
way,unleashing,9
companies,like,8
deal,internet,7
"patents

I",think,9
think,"well

How",9
companies,like,8
follow,home,5
suit,claims,5
said,crackdown,7
But,dance,5
supportive,Florian,7
Florian,Mueller,7
Mueller,campaign,8
campaign,It,8
manager,Microsoft,9
group,said,5
lobbying,issue,8
toprevent,software,8
software,controls,6
patents,bill,7
legal,way,4
European,power,6
Uniondismissed,IBM's,13
IBM's,Workplace,9
insubstantial,It's,12
It's,working,7
diversionary,tactics,11
tactics,said,5
wrote,paper,5
Mr,Negroponte,9
Mueller,campaign,8
leadsnosoftwarepatentscom,message,20
message,bears,5
group's,tracks,5
website,There,6
Let's,perspective,9
perspective,The,10
We're,trying,6
talking,years,7
aboutroughly,percent,11
percent,resources,6
IBM's,Workplace,9
worldwide,community,7
patent,ideas,5
portfolio,They,9
They,created,6
filethat,number,8
number,we're,5
patents,bill,7
month's,time,6
time,Chinese,5
added,Tara,5
IBM,puts,4
continue,hypergrowth,11
hold,print,5
500,patents,7
patents,bill,7
pledged,seek,5
seek,turbo,5
royalties,learning,7
patents,bill,7
The,US,3
company,announced,8
said,crackdown,7
place,Other,5
restrictions,advertising,9
companies,like,8
groups,perceived,8
individuals,illegally,9
use,ink,3
opensource,software,8
projects,said,8
Open,source,6
source,software,5
software,controls,6
developed,"world
",8
programmers,development,9
offer,paidfor,5
source,software,5
code,malicious,7
,German,6
origins,junk,6
program,attempts,8
,German,6
free,fair,3
allow,feature,6
adapt,Microsoft,8
improve,security,7
software,controls,6
End,Of,3
users,Logs,4
right,powerful,8
modify,having,5
redistribute,agencies,11
software,controls,6
right,powerful,8
package,I,7
sell,laptops,7
software,controls,6
Other,rumours,6
areas,scarce,5
covered,regulated,7
patents,bill,7
released,Microsoft,8
IBM,puts,4
include,sextant,7
storage,good,6
management,firm,9
simultaneous,multiprocessing,11
multiprocessing,image,13
image,ordinary,6
processing,cores,7
networking,hardware,9
"ecommerce
",Yahoo,10
Yahoo,Microsoft,7
moves,bring,5
desktop,computers,8
"search

Internet",giant,13
giant,Verisign,7
Yahoo,Microsoft,7
launched,Connected,5
software,controls,6
allow,feature,6
people,China,6
search,engine,6
email,interception,10
files,Microsoft,7
"PCs

The",body,8
firm,seen,4
following,fire,7
footsteps,Far,9
Microsoft,seeking,9
Google,released,7
Ask,Jeeves,6
Jeeves,pointed,6
offered,creative,8
similar,issues,6
services,Dan,8
Search,engines,7
lucrative,power,9
hotlycontested,area,13
area,His,4
expansion,plans,6
net,cafe,4
firms,look,5
looking,continue,5
extend,remote,5
loyalty,cards,6
web,instance,8
With,broadband,9
hard,drive,5
drives,But,6
providing,helping,6
bigger,allowance,9
storage,good,6
users,Logs,4
need,rear,3
help,users,4
locate,resources,7
important,step,8
files,Microsoft,7
"photos

The",desktop,10
desktop,computers,8
search,engine,6
technology,causing,8
licensed,handle,7
USbased,Amazoncom,9
firm,seen,4
X1,Technologies,12
Technologies,Nortel,10
It,dries,5
designed,exploit,7
work,"on

While",9
alongside,equipment,9
Microsoft's,antispyware,11
Outlook,email,7
Outlook,email,7
Express,email,7
email,interception,10
programs,monitor,7
Searching,email,7
email,interception,10
effectively,creating,8
increasingly,relying,7
important,step,8
especially,groups,10
spam,circulating,10
increases,"speed

These",10
According,market,8
research,development,9
message,bears,5
analysts,agree,7
Radicati,Group,8
Group,Macrovision,9
45%,information,11
businesses',critical,10
critical,security,7
information,tracking,9
stored,But,6
email,interception,10
attachments,It's,9
Yahoo's,Yonca,5
software,controls,6
work,"on

While",9
separately,desktop,8
desktop,computers,8
searching,audience,8
music,offers,6
photos,phone,3
files,Microsoft,7
Users,runs,4
search,engine,6
variety,technical,8
criteria,running,7
including,sophisticated,12
file,Fiona,4
size,A4,4
date,release,5
time,Chinese,5
It,dries,5
doesn't,merely,6
incorporate,state,8
web,instance,8
searching,audience,8
Yahoo,Microsoft,7
promised,supply,8
future,cultural,4
versions,programs,7
allow,feature,6
users,Logs,4
search,engine,6
webbased,interests,8
desktop,computers,8
data,sets,3
We,display,7
getting,cuticle,6
files,Microsoft,7
desktop,computers,8
real,people,4
commercial,"websites

The",12
opportunity,lot,9
lies,computer,7
linking,site,6
web,instance,8
content,like,6
said,crackdown,7
Julian,Smith,5
Smith,like,4
analyst,Gartner,7
research,development,9
firm,seen,4
Jupiter,Research,8
It,dries,5
extending,technology,8
idea,popular,6
search,engine,6
getting,cuticle,6
closer,15%,6
relationship,employers,10
consumers,free,8
organising,search,9
search,engine,6
internet,use,7
files,Microsoft,7
computer,games,6
said,crackdown,7
Search,engines,7
engines,licensed,6
port,country,5
users,Logs,4
web,instance,8
The,US,3
new,technology,9
foray,blogging,7
desktop,computers,8
search,engine,6
rung,alarm,5
alarm,Those,5
bells,human,5
human,rights,6
rights,days,5
groups,perceived,8
concerned,Google's,8
implications,member,11
privacy,worries,7
And,vice,4
impressed,imaginative,9
functionality,interactivity,10
services,Dan,8
Alexander,Fang,7
Linden,vice,4
vice,versa,4
president,Microsoft,8
emerging,technologies,9
technologies,email,10
analyst,Gartner,7
firm,seen,4
Gartnerdownloaded,Google,13
Google,released,7
product,"innovation

The",14
removed,project,6
It,dries,5
interesting,list,9
said,crackdown,7
He,said,4
believes,computing,9
rush,introduce,7
enter,voter,2
desktop,computers,8
business,worlds,7
way,unleashing,9
keeping,touch,7
rivals,Firefox,6
Desktop,search,6
search,engine,6
features,added,6
people,China,6
like,text,4
I'm,rubbish,7
suspicious,usefulness,8
usefulness,said,9
said,crackdown,7
More,13000,5
useful,real,4
tools,selfexpression,13
combine,user,7
internet,use,7
intranet,desktop,8
desktop,computers,8
search,engine,6
alongside,equipment,9
improvements,let,10
key,elements,7
word,web,3
searching,audience,8
"said
",PlayStation,9
Rings,computer,8
steel,combat,6
combat,ringtone,8
net,cafe,4
"attacks

Gambling",hugely,16
hugely,popular,6
popular,China,6
especially,groups,10
techsavvy,criminals,9
"criminals

Many",extortionists,15
extortionists,targeting,10
targeting,operators,8
netbased,fans,7
betting,horses,7
firms,look,5
threatening,cripple,10
cripple,BitTorrent's,11
websites,users,6
deluges,data,6
data,sets,3
ransom,paid,5
paid,advertising,10
But,dance,5
deep,water,4
defences,combat,8
place,Other,5
UK's,biggest,6
biggest,advocates,8
net,cafe,4
firms,look,5
stop,75%,4
attacks,designed,8
Increasing,numbers,8
numbers,find,7
attacks,designed,8
huge,variety,6
amounts,able,6
data,sets,3
try,steal,4
bump,running,6
site,There,4
web,instance,8
prompting,research,8
firms,look,5
adopt,Also,5
measures,place,6
Net,Minidisc!,9
firms,look,5
realising,audience,8
it's,TV,4
antivirus,program,8
firewalls,software,7
said,crackdown,7
Paul,King,4
King,principal,7
chief,Microprocessor,12
security,manager,8
architect,keynote,7
Cisco,Systems,6
There,farmers,5
things,it's,4
network,community,9
protect,existing,7
data,sets,3
centres,excellence,8
Mr,Negroponte,9
King,principal,7
said,crackdown,7
way,unleashing,9
properly,trouble,5
combat,ringtone,8
socalled,DeCSS,8
Distributed,DenialofService,13
DenialofService,attacks,14
attacks,designed,8
intelligent,card,11
netbased,fans,7
systems,Water,5
Many,flaws,4
gambling,porn,7
sites,people,6
suffering,DDoS,9
DDoS,attacks,7
attacks,designed,8
offshore,data,8
data,sets,3
hosting,firm,6
centres,excellence,8
large,factors,6
scale,red,5
data,sets,3
flood,knock,4
knock,enemies,6
access,audiences,6
sites,people,6
criminals,Test,9
targeting,operators,8
said,crackdown,7
Mr,Negroponte,9
King,principal,7
This,type,4
overspill,effect,8
effect,way,6
likely,region,6
grow,year,4
attacks,designed,8
grow,year,4
size,A4,4
"scale

Malcolm",Seagrave,12
Seagrave,security,6
security,manager,8
expert,Cranfield,8
Energis,said,6
said,crackdown,7
common,metaphor,7
types,computer,6
attacks,designed,8
hit,150000,6
sites,people,6
10,includes,8
megabytes,day,7
data,sets,3
short,space,4
periods,time,6
time,Chinese,5
Bigger,attacks,7
attacks,designed,8
sending,infrastructure,13
200,metres,6
megabytes,day,7
traffic,layout,6
rarely,chance,6
seen,experts,6
said,crackdown,7
It,dries,5
feel,belongs,6
like,text,4
turning,profit,6
dial,US,4
traffic,layout,6
gradually,drive,8
growing,intimate,8
"said

So",far,7
far,Huaral,4
attacks,designed,8
involving,children,8
gigabytes,compressed,9
data,sets,3
said,crackdown,7
Mr,Negroponte,9
Seagrave,security,6
However,reality,7
added,Tara,5
matter,device,6
time,Chinese,5
large,factors,6
attacks,designed,8
mounted,site,5
Maria,Capella,5
Capella,spokeswoman,9
spokeswoman,Disaster,10
net,cafe,4
provider,AOL,8
Pipex,said,5
said,crackdown,7
DDoS,attacks,7
attacks,designed,8
height,lift,4
customers,use,6
getting,cuticle,6
hit,150000,6
days,aired,5
The,US,3
defences,combat,8
place,Other,5
constantly,broadcast,8
monitor,internet,7
streams,Some,6
data,sets,3
flowing,needed,7
networks,download,8
pluck,traffic,7
traffic,layout,6
destined,users,7
target,40%,6
sites,people,6
It's,working,7
understanding,comes,11
what's,happening,8
genuine,variety,7
traffic,layout,6
keeping,touch,7
attack,software,6
traffic,layout,6
going,200,5
site,There,4
said,crackdown,7
We,display,7
study,Computeractive,13
profile,cases,7
traffic,layout,6
soon,moved,4
anomaly,profile,5
profile,cases,7
that's,cheaper,5
start,looking,7
backbone,network,7
engineering,firm,9
boys,going,4
going,200,5
sustain,I'll,7
attack,software,6
said,crackdown,7
Ms,Deans,4
Capella,spokeswoman,9
This,type,4
traffic,layout,6
hard,drive,5
spot,filter,5
DDoS,attacks,7
attacks,designed,8
typically,offer,9
use,ink,3
thousands,picture,9
computers,home,6
different,sectors,8
countries,varied,6
participating,machine,9
machine,textbook,8
sends,small,4
small,mountainous,10
entire,journey,6
data,sets,3
"flood

Typically",computers,14
computers,home,6
infected,email,7
virus,writers,5
worm,spotted,6
reports,said,7
success,Throughout,9
net,cafe,4
address,infected,8
compromised,machines,8
machines,png,7
malicious,program,9
hacker,alias,5
hitech,arts,5
criminal,attack,8
set,strict,4
virus,writers,5
Hijacked,computers,8
computers,home,6
known,firm,5
zombies,mobile,4
'bots,collections,9
collections,called,7
called,BankashA,7
'bot,nets,4
nets,Many,4
Many,flaws,4
spammers,recruited,9
rent,"hour

Sun",8
'bot,nets,4
nets,Many,4
help,users,4
anonymously,send,10
send,prints,5
junk,mail,4
"mail

Most",zombies,9
zombies,mobile,4
based,experiments,10
outside,modern,7
country,required,7
hosts,edits,3
target,40%,6
site,There,4
getting,cuticle,6
attacking,PCs,9
PCs,homes,4
shut,months,5
difficult,wash,9
Often,critical,7
Pipex,said,5
net,cafe,4
suppliers,16%,9
advance,complete,7
notice,And,6
attack,software,6
happen,At,6
The,US,3
players,incensed,7
tend,shorter,6
precede,attack,7
attack,software,6
kind,verify,5
ransom,paid,5
email,interception,10
said,crackdown,7
Ms,Deans,4
Capella,spokeswoman,9
We,display,7
ask,average,6
service,address,7
provide,realtime,6
customers,use,6
notify,telephone,9
advance,complete,7
forewarning,Once,10
Once,permissions,11
attack,software,6
spotted,recently,7
dedicated,,9
net,cafe,4
hardware,means,7
takes,30,5
remove,ink,6
attack,software,6
traffic,layout,6
ensure,Britain's,9
sites,people,6
stay,cinemas,6
Energis,said,6
took,indepth,7
similar,issues,6
approach,ongoing,7
said,crackdown,7
Mr,Negroponte,9
Seagrave,security,6
We,display,7
technology,causing,8
allows,farmers,5
detect,updates,5
attacks,designed,8
minutes,global,7
let,people,5
network,community,9
engineers,having,7
spend,$17,5
hours,week,5
pulling,firsthand,8
information,tracking,9
said,crackdown,7
Mr,Negroponte,9
Seagrave,security,6
Also,grateful,8
net,cafe,4
firms,look,5
starting,use,8
work,"on

While",9
closely,The,6
problem,With,7
DDoS,attacks,7
attacks,designed,8
pool,The,4
information,tracking,9
coming,months,5
Information,Project,9
gathered,Websidestory,11
attacks,designed,8
originated,led,8
led,$200000,7
arrests,"held

A",7
He,said,4
said,crackdown,7
Energis,said,6
intelligence,random,12
work,"on

While",9
insight,action,6
sites,people,6
criminal,attack,8
gangs,find,4
plan,includes,7
target,40%,6
We,display,7
people,China,6
places,underlined,8
shouldn't,play,8
monitoring,employees,9
tech,companies,9
sites,people,6
said,crackdown,7
Sometimes,promotion,6
said,crackdown,7
spotting,fact,7
victim,The,6
easy,download,8
You,don't,4
going,200,5
alphabetically,list,12
list,gadgets,6
gambling,porn,7
sites,people,6
trying,understand,8
said,crackdown,7
Mr,Negroponte,9
"Seagrave
",US,9
US,government,10
hacker,alias,5
breaks,code,6
"TMobile

A",man,10
man,Argonaut,7
facing,mobile,5
charges,spying,7
hacking,spam,7
computers,home,6
US,government,10
arm,including,9
mobile,phones,6
phone,upload,4
firm,seen,4
"TMobile

The",Californian,11
Californian,court,10
man,Argonaut,7
Nicholas,Lee,8
Lee,Rainie,5
Jacobsen,arrested,6
arrested,224,8
October,December,4
Mr,Negroponte,9
Jacobsen,arrested,6
tried,heart,5
twice,day,5
hack,game,3
TMobile's,chief,7
network,community,9
took,indepth,7
names,look,5
social,benefits,7
security,manager,8
numbers,find,7
400,mm,3
customers,use,6
said,crackdown,7
company,announced,8
spokesman,UN's,8
The,US,3
arrest,online,6
came,week,4
year,claim,4
TMobile,bets,6
uncovered,unauthorised,7
unauthorised,base,9
access,audiences,6
The,US,3
US,government,10
Secret,Service,5
Service,programme,7
investigating,trojan,11
case,day,3
TMobile,bets,6
stringent,data,9
procedures,improve,8
place,Other,5
monitor,internet,7
suspicious,usefulness,8
activity,,8
limited,Digital,4
activities,system,8
able,watch,4
corrective,action,7
action,Because,6
immediately,Siemens,9
Peter,Molyneux,7
Dobrow,TMobile,5
TMobile,bets,6
spokesperson,The,11
said,crackdown,7
It,dries,5
thought,remnants,7
Mr,Negroponte,9
Jacobsen's,hacking,7
hacking,spam,7
campaign,It,8
took,indepth,7
place,Other,5
seven,cases,4
months,2004,6
time,Chinese,5
read,weather,5
emails,directing,7
personal,information,10
computer,games,6
files,Microsoft,7
according,Mr,8
court,said,5
"records

Although",Mr,16
Mr,Negroponte,9
Jacobsen,arrested,6
21,October,7
managed,view,6
hold,print,5
data,sets,3
thought,remnants,7
failed,win,5
customer,demand,8
credit,card,4
card,opening,7
numbers,find,7
stored,But,6
separate,competitive,8
computer,games,6
system,We,5
said,crackdown,7
Mr,Negroponte,9
Dobrow,TMobile,5
TMobile,bets,6
confirmed,GDC,9
US,government,10
Secret,Service,5
Service,programme,7
looking,continue,5
hacker,alias,5
accessed,illegal,7
photos,phone,3
TMobile,bets,6
subscribers,PVRs,10
taken,crack,5
camera,1900,6
phones,conceded,6
The,US,3
Associated,Press,10
Press,reported,7
agency,net,5
reported,sustaining,10
Mr,Negroponte,9
Jacobsen,arrested,6
read,weather,5
personal,information,10
files,Microsoft,7
Secret,Service,5
Service,programme,7
agent,deserts,5
apparently,easy,8
investigating,trojan,11
case,day,3
A,patch,5
Los,Angeles,6
Angeles,"year

Cell",9
grand,"tradition

The",11
jury,indicted,8
indicted,19,8
Mr,Negroponte,9
Jacobsen,arrested,6
intentionally,intended,8
accessing,internet,8
computer,games,6
system,We,5
authorisation,unauthorised,7
unauthorised,base,9
impairment,protected,9
protected,European,7
computer,games,6
March,firm,4
October,December,4
2004,country's,9
He,said,4
currently,beta,7
bail,TMobile,5
TMobile,bets,6
subsidiary,Brightmail,9
company,announced,8
Deutsche,Telekom,7
Telekom,163,7
163,million,7
million,people,7
subscribers,PVRs,10
"US
",Solutions,9
Windows,email,7
worm,spotted,6
travels,fibre,6
"Tetris

Users",warned,11
warned,PC,6
Windows,email,7
virus,writers,5
poses,Christmas,7
hugely,popular,6
popular,China,6
Tetris,takes,5
"game

The",title,8
Cellery,worm,6
worm,spotted,6
installs,playable,6
playable,leagues,6
version,PS3,7
classic,gadgets,7
falling,rivals,7
blocks,reassembled,11
game,graphics,6
PCs,homes,4
infected,email,7
While,work,5
users,Logs,4
play,limit,5
game,graphics,6
worm,spotted,6
spends,43,6
time,Chinese,5
machine,textbook,8
search,engine,6
new,technology,9
victims,To,7
infect,machines,7
nearby,internet,6
networks,download,8
The,US,3
risk,category,8
infection,disruption,5
Cellery,worm,6
thought,remnants,7
low,list,3
copies,DVD,6
worm,spotted,6
found,developing,8
"wild

The",Cellery,8
Cellery,worm,6
worm,spotted,6
spread,"it

In",6
email,interception,10
like,text,4
viruses,malicious,7
Instead,programs,7
browses,computer,7
computer,games,6
networks,download,8
PCs,homes,4
shut,months,5
insecure,ways,8
ways,,4
connect,corporate,6
machines,png,7
When,inside,6
infects,recipient's,7
machine,textbook,8
Cellery,worm,6
installs,playable,6
version,PS3,7
Tetris,takes,5
users,Logs,4
play,limit,5
As,blocking,8
game,graphics,6
starts,worm,5
worm,spotted,6
starts,worm,5
music,offers,6
file,Fiona,4
accompany,At,9
At,entrance,7
time,Chinese,5
virus,writers,5
starts,worm,5
scouring,networks,8
networks,download,8
vulnerable,viruses,8
machines,png,7
The,US,3
virus,writers,5
damage,faulty,5
machines,png,7
heavily,exploited,8
infected,email,7
networks,download,8
slow,PC's,4
scanning,traffic,6
traffic,layout,6
builds,expands,5
Productivity,suffer,11
suffer,identity,8
users,Logs,4
spend,$17,5
time,Chinese,5
playing,games,6
Tetris,takes,5
PCs,homes,4
running,bricked,7
Windows,email,7
95,98,1
98,ME,2
ME,NT,2
NT,2000,4
2000,broadband,9
XP,Counterfeit,11
vulnerable,viruses,8
worm,spotted,6
If,ink,3
company,announced,8
culture,"crackdown

Chinese",16
allowing,enter,8
games,people,6
played,simple,6
office,thirdgeneration,14
staff,work,5
believe,program,7
simply,crude,6
new,technology,9
game,graphics,6
installed,mainly,8
,German,6
cause,health,5
concern,advertisements,12
said,crackdown,7
Graham,Cluley,6
Cluley,senior,6
spokesman,UN's,8
antivirus,program,8
firm,seen,4
Sophos,said,6
So,far,3
far,Huaral,4
